title,location,price,price_per_sqm,url,bedrooms,bathrooms,floor_area,land_area,floor,name,latitude,longitude,address,facilities,Access for the disabled,Air conditioning,Alarm,Balcony,Built-in kitchen,Built-in wardrobe,Car park,Children's area,Cistern,Concierge,Electricity,Elevator,Equipped kitchen,Garden,Grill,Guardhouse,Gym,Heating,Hot Tub,Internet,Library,Natural gas,Office,Panoramic view,Patio,Roof garden,Sauna,Security,Swimming pool,Tennis court,Terrace,Utility room,Video cable,Water,Cellar,Fireplace
,"Quezon City, Metro Manila","₱ 72,000,000","(₱ 130,909 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-commonwealth-metro-manila_983ba0af542d-8f80-2552-9eea-15a97089,5,7,550 m2,400 m2,2,"5 Bedroom House for sale in Commonwealth, Metro Manila",14.7010246,121.0879674,"Commonwealth, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Roof garden', 'Water', 'Patio', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 158,000,000","(₱ 175,556 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-pasong-tamo-metro-manila_cf0c5f9216f2-cd3e-5442-486e-0cfa8089,5,8,900 m2,496 m2,3,"5 Bedroom House for sale in Pasong Tamo, Metro Manila",14.6746752,121.0590176,"Mira-Nila Homes, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Cellar', 'Grill', 'Guardhouse', 'Hot Tub', 'Office', 'Utility room', 'Video cable', 'Cistern']",0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1.0,
,"Quezon City, Metro Manila","₱ 45,000,000","(₱ 81,818 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-holy-spirit-metro-manila_b07e89886435-a82e-b882-8909-92f66089,5,7,550 m2,432 m2,2,"5 Bedroom House for sale in Holy Spirit, Metro Manila",14.6820706,121.0795105,"Holy Spirit Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 80,000,000","(₱ 126,183 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_7b76c1d6de25-7970-2772-1d2b-42466089,5,7,634 m2,400 m2,3,"5 Bedroom House for sale in Matandang Balara, Metro Manila",14.6717303,121.0926462,"Capitol Homes, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 95,000,000","(₱ 180,952 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-bagbag-metro-manila_25d099d0f406-7970-2772-a2aa-72466089,4,7,525 m2,300 m2,3,"4 Bedroom House for sale in Bagbag, Metro Manila",14.6958021,121.027019,"Tivoli royale, Isaiah Street, brgy matandang balara, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Roof garden', 'Water', 'Patio', 'Heating', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 17,500,000","(₱ 87,500 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-bagong-silangan-metro-manila_42968a0cbef6-6a60-1552-3a74-57b46089,3,3,200 m2,240 m2,1,"3 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Water', 'Patio', 'Heating', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 19,000,000","(₱ 158,333 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-pasong-tamo-metro-manila_25826599907a-7c91-3322-709d-8ee29089,3,3,120 m2,,2,"3 Bedroom House for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Water', 'Built-in kitchen', 'Natural gas']",0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,,
,"Quezon City, Metro Manila","₱ 21,048,279","(₱ 147,191 / m2)",https://www.dotproperty.com.ph/4-bedroom-townhouse-for-sale-in-greater-lagro-metro-manila_9293463,4,4,143 m2,66 m2,3,"4 Bedroom House for sale in North Fairview, Metro Manila",14.7136879,121.063608,"North Fairview, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Electricity', 'Terrace', 'Water', 'Patio', 'Built-in wardrobe', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable']",0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,,
,"Quezon City, Metro Manila","₱ 165,000,000","(₱ 183,333 / m2)",https://www.dotproperty.com.ph/ads/7-bedroom-house-for-sale-in-pansol-metro-manila_86753b04c0d4-ab9f-3d65-be4c-edb0e4b0,7,7,900 m2,"1,200 m2",,"7 Bedroom House for sale in Pansol, Metro Manila",14.6656483,121.0822362,"Matandang Balara, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 45,000,000","(₱ 81,818 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-commonwealth-metro-manila_efc5372c4cb8-1340-edd2-2e72-cfcb7089,6,7,550 m2,432 m2,2,"6 Bedroom House for sale in Commonwealth, Metro Manila",14.7010246,121.0879674,"Commonwealth, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Terrace', 'Water', 'Patio', 'Heating', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 375,000,000","(₱ 416,667 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-house-for-sale-in-ugong-norte-metro-manila_82ddcfeb3134-c010-cbb2-bfc5-8f156089,6,6,900 m2,690 m2,2,"6 Bedroom House for sale in Ugong Norte, Metro Manila",14.5961505,121.0702869,"Corinthian Hills Homeowners Association, Temple Drive, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Alarm', 'Built-in wardrobe', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Office', 'Utility room']",0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,,
,"Quezon City, Metro Manila","₱ 26,000,000","(₱ 162,500 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-pasong-tamo-metro-manila_a7ae122f059c-89af-18b2-84ad-342f9089,4,3,160 m2,202 m2,2,"4 Bedroom House for sale in Pasong Tamo, Metro Manila",14.6850282,121.062495,"FERNDALE HOMES, Ferndale South, North, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Security', 'Car park', 'Garden', 'Tennis court', ""Children's area"", 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Utility room']",1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,,
,"Quezon City, Metro Manila","₱ 49,000,000","(₱ 122,500 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-greater-lagro-metro-manila_a2ec7c242114-b251-1ee2-2e2d-c2997089,5,7,400 m2,300 m2,2,"5 Bedroom House for sale in Greater Lagro, Metro Manila",14.7222935,121.0578842,"Casa Milan, Milano Drive, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 76,000,000","(₱ 154,371 / m2)",https://www.dotproperty.com.ph/5-bedroom-townhouse-for-sale-in-bagong-lipunan-ng-crame-metro-manila-near-mrt-3-santolan_9256839,5,6,492.32 m2,150 m2,4,"5 Bedroom House for sale in Bagong Lipunan Ng Crame, Metro Manila near MRT-3 Santolan",14.6092906,121.052143,"Bagong Lipunan Ng Crame, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Car park', 'Balcony', 'Electricity', 'Alarm', 'Built-in wardrobe', 'Built-in kitchen']",0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 105,000,000","(₱ 200,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_21d976789636-1340-edd2-760c-1dcb7089,4,7,525 m2,300 m2,3,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6751027,121.0926802,"Tivoli Royale guard house, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,,
,"Quezon City, Metro Manila","₱ 23,492,000","(₱ 123,642 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_92e2c5a010dc-94f1-e332-da24-613b7089,3,3,190 m2,56 m2,3,"3 Bedroom House for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6192831,121.0577149,"Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Water', 'Patio', 'Heating', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 55,000,000","(₱ 119,565 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-kamuning-metro-manila_353d5d1edc43-cb80-67e5-ea1e-a3345cdb,4,6,460 m2,155 m2,4,"4 Bedroom House for sale in Kamuning, Metro Manila",14.62657664,121.03383825,"BMRIC LADIES DORMITORY, 120 Tomas Morato Avenue, Kamuning, Quezon City, Metro Manila, National Capital Region, PHL","['Swimming pool', 'Internet', 'Security', 'Car park', ""Children's area"", 'Electricity', 'Water', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Utility room', 'Video cable']",1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,,
,"Quezon City, Metro Manila","₱ 62,000,000","(₱ 141,230 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-project-8-brgy-bahay-toro-quezon-city-baesa-metro-manila_1048344bc699-9d20-6552-e8bb-79456089,5,8,439 m2,200 m2,3,"Project 8, Brgy. Bahay Toro, Quezon City",14.668702,121.011564,"Quezon City, Metro Manila",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 49,000,000","(₱ 128,272 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-laging-handa-metro-manila-near-mrt-3-kamuning_7f9f1a92fa4d-1600-0552-9509-ff3b7089,4,6,382 m2,100 m2,4,"4 Bedroom House for sale in Laging Handa, Metro Manila near MRT-3 Kamuning",14.6327494,121.0348582,"Tomas Morato Avenue, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,,1.0
,"Quezon City, Metro Manila","₱ 88,000,000","(₱ 138,801 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_6229d390214c-94f1-e332-c7b1-813b7089,5,8,634 m2,400 m2,2,"5 Bedroom House for sale in Matandang Balara, Metro Manila",14.6710069,121.0944076,"Capitol Homes, Zurich Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 28,000,000","(₱ 112,000 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-commonwealth-metro-manila_78ba6d8d46a7-1340-edd2-a164-8dcb7089,4,6,250 m2,150 m2,2,"4 Bedroom House for sale in Commonwealth, Metro Manila",14.7010246,121.0879674,"Commonwealth, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Patio', 'Heating', 'Fireplace', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,,1.0
,"Quezon City, Metro Manila","₱ 28,000,000","(₱ 109,375 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-tandang-sora-tandang-sora-metro-manila_75aa6585dfb9-9d20-6552-8f35-39456089,4,4,256 m2,230 m2,2,Tandang Sora,14.682105,121.031201,Quezon City,"['Security', 'Car park']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
,"Quezon City, Metro Manila","₱ 125,000,000","(₱ 156,250 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-commonwealth-metro-manila_754f06eecebd-c251-1ee2-438a-95997089,5,7,800 m2,368 m2,3,"5 Bedroom House for sale in Commonwealth, Metro Manila",14.7010246,121.0879674,"Commonwealth, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 110,000,000","(₱ 209,524 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-batasan-hills-metro-manila_e0040c204af9-ce6f-b772-a182-b2dc7089,4,7,525 m2,300 m2,3,"4 Bedroom House for sale in Batasan Hills, Metro Manila",14.6772692,121.0925275,"Tivoli Royale Country Club, Inc., Yakal Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Terrace', 'Water', 'Patio', 'Heating', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1.0,
,"Quezon City, Metro Manila","₱ 65,000,000","(₱ 134,134 / m2)",https://www.dotproperty.com.ph/ads/4-bedroom-house-for-sale-in-san-martin-de-porres-metro-manila-near-mrt-3-araneta-center-cubao_4db3c5f8bcaf-1600-0552-8745-a03b7089,4,7,484.59 m2,150 m2,4,"4 Bedroom House for sale in San Martin de Porres, Metro Manila near MRT-3 Araneta Center-Cubao",14.6168056,121.0482065,"C. Benitez Street, Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,,1.0
,"Quezon City, Metro Manila","₱ 41,680,000","(₱ 94,086 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-bagong-silangan-metro-manila_d45586c4d485-6a60-1552-2d18-37b46089,5,7,443 m2,267 m2,3,"5 Bedroom House for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Water', 'Patio', 'Heating', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 17,500,000","(₱ 73,840 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-apolonio-samson-metro-manila_b39f26083d61-687f-bb88-4838-9915178f,3,3,237 m2,110 m2,2,"3 Bedroom House for sale in Apolonio Samson, Metro Manila",14.64598136,121.01003857,"Fern Village Homeowners Association, Diamond Street, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila","₱ 20,899,000","(₱ 116,106 / m2)",https://www.dotproperty.com.ph/ads/3-bedroom-house-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_2bed786ef850-e881-f442-bf8d-ed787089,3,3,180 m2,50 m2,3,"3 Bedroom House for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6192831,121.0577149,"Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Water', 'Patio', 'Heating', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Video cable', 'Cistern']",1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1.0,
,"Quezon City, Metro Manila","₱ 74,000,000","(₱ 119,355 / m2)",https://www.dotproperty.com.ph/ads/5-bedroom-house-for-sale-in-matandang-balara-metro-manila_9800fb6bdc1c-80d0-e442-6626-c3787089,5,7,620 m2,440 m2,2,"5 Bedroom House for sale in Matandang Balara, Metro Manila",14.6737037,121.0911911,"Capitol Park Homes, Amsterdam Ave, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Library', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0
